MS.SubClass,MS.Zoning,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,SalePrice
60,RL,8826,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,144,Gd,TA,PConc,Gd,TA,No,GLQ,841,Unf,0,144,985,GasA,Ex,Y,SBrkr,985,857,0,1842,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,Fin,2,486,TA,TA,Y,193,96,0,0,0,0,No,No,No,0,7,2007,WD ,217500
20,RL,10665,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2003,RFn,2,558,TA,TA,Y,144,29,0,0,0,0,No,No,No,0,6,2007,WD ,226000
60,RL,11317,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,840,828,0,1668,0,0,2,1,3,1,Gd,8,Typ,0,No,Attchd,2003,RFn,2,500,TA,TA,Y,144,68,0,0,0,0,No,No,No,0,9,2007,WD ,180000
80,RL,8660,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,113,TA,Gd,CBlock,Gd,TA,Av,GLQ,502,Unf,0,513,1015,GasA,TA,Y,SBrkr,1025,0,0,1025,0,0,2,0,3,1,TA,6,Typ,1,Fa,Detchd,1979,Unf,2,370,TA,TA,Y,127,0,0,0,0,0,No,No,No,0,7,2007,WD ,153500
80,RL,9720,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51,TA,TA,CBlock,TA,Ex,Av,ALQ,755,Unf,0,240,995,GasA,TA,Y,SBrkr,1009,0,0,1009,0,0,2,0,3,1,TA,6,Typ,1,Fa,Detchd,1977,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,6,2007,WD ,160000
20,RL,8982,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,539,Unf,0,501,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,1,1,3,1,TA,5,Typ,0,No,Detchd,1977,Unf,2,748,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,1,2007,WD ,134900
20,RL,16300,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,4,1977,1977,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,Rec,60,BLQ,417,399,876,GasA,TA,Y,SBrkr,907,0,0,907,1,0,1,0,3,1,TA,5,Typ,0,No,Attchd,1977,RFn,1,308,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,1,2007,WD ,130000
20,RL,9675,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,330,Rec,432,102,864,GasA,TA,Y,SBrkr,879,0,0,879,0,0,1,0,3,1,TA,5,Typ,0,No,Attchd,1975,Unf,2,440,TA,TA,Y,0,80,0,0,0,0,No,No,No,0,9,2007,Con,120000
20,RL,7700,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,138,Rec,468,276,882,GasA,TA,Y,SBrkr,882,0,0,882,1,0,1,0,3,1,TA,5,Typ,0,No,Detchd,1980,Unf,2,461,TA,TA,Y,96,0,0,0,0,0,No,MnPrv,No,0,3,2007,WD ,112500
20,RL,10356,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,0,253,969,GasA,TA,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,No,Attchd,1975,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,1,2007,WD ,122000
20,RL,7200,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,671,Unf,0,193,864,GasA,Gd,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,Ex,5,Typ,0,No,Detchd,1977,Fin,2,576,Gd,Ex,Y,155,0,0,0,0,0,No,No,No,0,9,2007,WD ,127000
20,RL,7200,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,TA,No,Rec,385,Unf,0,0,385,GasA,Gd,Y,SBrkr,875,0,0,875,0,0,1,0,3,1,Gd,5,Typ,0,No,Detchd,1975,Unf,2,728,TA,TA,Y,352,0,0,0,0,0,No,No,No,0,10,2007,WD ,117000
20,RL,10386,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246,Gd,TA,PConc,Gd,TA,No,GLQ,1464,Unf,0,536,2000,GasA,Ex,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,Gd,8,Typ,0,No,Attchd,2004,Fin,3,888,TA,TA,Y,168,0,0,0,0,0,No,No,No,0,7,2007,WD ,305900
60,RL,9375,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1284,1284,GasA,Ex,Y,SBrkr,1284,885,0,2169,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,647,TA,TA,Y,192,87,0,0,0,0,No,No,No,0,8,2007,WD ,228500
20,RL,11354,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,TA,TA,Gd,GLQ,1412,Unf,0,261,1673,GasA,Ex,Y,SBrkr,1673,0,0,1673,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2000,RFn,2,583,TA,TA,Y,306,113,0,0,116,0,No,No,No,0,1,2007,WD ,270000
20,RL,8749,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1459,1459,GasA,Ex,Y,SBrkr,1459,0,0,1459,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002,RFn,2,527,TA,TA,Y,192,39,0,0,0,0,No,No,No,0,9,2007,WD ,192000
60,RL,8749,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,654,Unf,0,325,979,GasA,Ex,Y,SBrkr,992,940,0,1932,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2003,RFn,2,610,TA,TA,Y,0,120,0,0,0,0,No,No,No,0,6,2007,WD ,213000
60,RL,8158,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,214,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,869,0,1729,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2002,Fin,2,542,TA,TA,Y,386,63,0,0,0,0,No,No,No,0,8,2007,WD ,200000
60,RL,16226,Pave,No,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,0,747,1028,GasA,Ex,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1998,Fin,2,683,TA,TA,Y,208,50,0,0,0,0,No,No,No,0,5,2007,WD ,267000
20,RL,11927,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,HdBoard,HdBoard,BrkFace,519,Gd,TA,PConc,Gd,TA,Gd,BLQ,408,GLQ,465,683,1556,GasA,Ex,Y,SBrkr,1592,0,0,1592,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,484,TA,TA,Y,120,35,0,0,0,0,No,No,No,0,6,2007,WD ,228000
60,RL,12728,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,256,Gd,TA,PConc,Gd,TA,Mn,GLQ,1198,Unf,0,333,1531,GasA,Ex,Y,SBrkr,1531,908,0,2439,1,0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,2001,Fin,2,560,TA,TA,Y,184,121,0,0,0,0,No,No,No,0,1,2007,WD ,275000
60,RL,15295,Pave,No,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254,Gd,TA,PConc,Gd,TA,Mn,GLQ,762,Unf,0,98,860,GasA,Ex,Y,SBrkr,1212,780,0,1992,1,0,2,1,3,1,Gd,7,Min2,2,TA,Attchd,1996,RFn,2,608,TA,TA,Y,225,32,0,0,0,0,No,No,No,0,6,2007,WD ,211000
20,RL,11248,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215,Gd,TA,PConc,Gd,TA,Av,GLQ,1059,Unf,0,567,1626,GasA,Ex,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2002,Fin,3,702,TA,TA,Y,257,45,0,0,0,0,No,No,No,0,7,2007,WD ,285000
60,RL,10000,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,438,Gd,TA,PConc,Gd,TA,No,GLQ,1079,Unf,0,141,1220,GasA,Ex,Y,SBrkr,1220,870,0,2090,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995,RFn,2,556,TA,TA,Y,0,65,0,0,0,0,No,No,No,0,12,2007,WD ,240000
120,RM,4435,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,No,Attchd,2003,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,No,No,No,0,11,2007,WD ,131500
20,RL,17227,Pave,No,IR2,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,158,Gd,TA,PConc,Gd,TA,Gd,GLQ,915,Unf,0,426,1341,GasA,Ex,Y,SBrkr,1341,0,0,1341,1,0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,1999,RFn,2,482,TA,TA,Y,240,84,0,0,0,0,No,No,No,0,1,2007,WD ,246900
60,RL,8200,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1081,0,1928,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,No,No,No,0,7,2007,WD ,219500
20,RL,8450,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,699,Unf,0,638,1337,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2003,RFn,2,531,TA,TA,Y,0,39,0,0,0,0,No,No,No,0,10,2007,WD ,185000
60,RL,9245,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,939,GasA,Ex,Y,SBrkr,939,858,0,1797,0,0,2,1,3,1,Gd,8,Typ,0,No,Attchd,2006,RFn,2,639,TA,TA,Y,144,53,0,0,0,0,No,No,No,0,4,2007,WD ,213500
20,RL,8500,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1422,1422,GasA,Ex,Y,SBrkr,1422,0,0,1422,0,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2004,RFn,2,626,TA,TA,Y,192,60,0,0,0,0,No,No,No,0,11,2007,WD ,179600
20,RL,8769,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,709,Unf,0,460,1169,GasA,Ex,Y,SBrkr,1190,0,0,1190,1,0,2,0,2,1,Gd,5,Typ,0,No,Attchd,2005,RFn,2,578,TA,TA,Y,100,41,0,0,0,0,No,No,No,0,10,2007,WD ,173500
60,RL,8333,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,738,738,GasA,Gd,Y,SBrkr,738,753,0,1491,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,2,484,TA,TA,Y,100,30,0,0,0,0,No,No,No,0,5,2007,WD ,168675
60,RL,9045,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,768,768,0,1536,0,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,2005,Fin,2,400,TA,TA,Y,0,40,0,0,0,0,No,No,No,0,6,2007,WD ,167000
20,RL,9170,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,698,GLQ,96,420,1214,GasA,Ex,Y,SBrkr,1214,0,0,1214,1,0,1,0,2,1,TA,6,Typ,0,No,Detchd,1965,Unf,2,461,Fa,Fa,Y,0,0,184,0,0,0,No,GdPrv,Shed,400,4,2007,WD ,140000
20,RL,8308,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20,TA,Gd,CBlock,TA,TA,No,BLQ,132,LwQ,841,115,1088,GasA,TA,Y,SBrkr,1088,0,0,1088,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,2002,Unf,2,520,TA,TA,P,0,0,0,0,0,0,No,No,No,0,6,2007,COD,110000
20,RL,10921,Pave,No,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1965,Fin,1,432,TA,TA,P,120,0,0,0,0,0,No,No,No,0,5,2007,WD ,94750
50,RL,16287,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,130,BLQ,105,666,901,GasA,TA,Y,SBrkr,901,450,0,1351,1,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1975,Unf,2,576,TA,TA,N,0,0,43,0,100,0,No,No,No,0,7,2007,WD ,122000
20,RL,8240,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1179,1179,GasA,Gd,Y,SBrkr,1179,0,0,1179,0,0,1,0,2,1,TA,5,Min2,0,No,Attchd,1960,Fin,2,622,TA,TA,P,0,0,0,0,0,0,No,GdPrv,No,0,6,2007,WD ,110000
90,RL,11841,Grvl,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104,TA,Gd,CBlock,Gd,TA,Av,GLQ,816,Unf,0,0,816,GasA,TA,Y,SBrkr,816,0,0,816,1,0,1,0,3,1,TA,5,Typ,0,No,No,0,No,0,0,No,No,Y,0,32,0,0,0,0,No,No,No,0,5,2007,WD ,118500
80,RL,6285,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,None,0,TA,Fa,CBlock,TA,TA,Av,GLQ,504,Unf,0,456,960,GasA,TA,Y,SBrkr,1044,0,0,1044,1,0,1,0,3,1,TA,7,Typ,1,Fa,Detchd,1976,Unf,2,528,TA,Fa,Y,228,0,0,0,0,0,No,No,No,0,4,2007,WD ,133500
20,RL,7917,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,TA,Gd,CBlock,TA,Gd,No,BLQ,751,Unf,0,392,1143,GasA,TA,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1987,RFn,1,504,TA,Gd,Y,370,30,0,0,0,0,No,GdPrv,No,0,5,2007,WD ,148000
90,RL,9555,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,Slab,NoB,NoB,NoB,NoB,0,NoB,0,0,0,GasA,TA,Y,SBrkr,1100,1133,0,2233,0,0,2,1,5,2,TA,11,Typ,0,No,Attchd,1979,Fin,2,579,TA,Gd,Y,0,0,0,0,0,0,No,No,No,0,2,2007,WD ,141000
20,RL,7024,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Ex,Gd,No,ALQ,980,Unf,0,110,1090,GasA,Gd,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,TA,5,Typ,0,No,Attchd,2005,Fin,2,450,TA,TA,Y,0,49,0,0,0,0,No,No,No,0,6,2007,WD ,157000
60,RL,7023,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,Gd,No,GLQ,611,Unf,0,123,734,GasA,Gd,Y,SBrkr,734,674,0,1408,1,0,2,1,3,1,TA,6,Typ,0,No,BuiltIn,2005,Fin,2,489,TA,TA,Y,0,85,0,0,0,0,No,No,No,0,5,2007,WD ,171500
180,RM,3675,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,76,TA,TA,PConc,Gd,TA,Gd,GLQ,467,Unf,0,80,547,GasA,Ex,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,Gd,5,Typ,0,No,Basment,2005,Fin,2,525,TA,TA,Y,0,44,0,0,0,0,No,No,No,0,5,2007,WD ,140000
20,RL,6400,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,2000,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,Av,Rec,77,ALQ,831,52,960,GasA,Ex,Y,SBrkr,960,0,0,960,1,0,1,0,2,1,Fa,4,Typ,0,No,Detchd,1959,Unf,1,392,TA,TA,Y,144,0,35,0,0,0,No,No,No,0,12,2007,WD ,131750
90,RL,6882,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1955,1955,Gable,CompShg,AsbShng,Plywood,BrkCmn,128,TA,TA,PConc,NoB,NoB,NoB,NoB,0,NoB,0,0,0,GasA,TA,N,SBrkr,1152,0,0,1152,0,0,2,0,2,2,Fa,6,Typ,0,No,No,0,No,0,0,No,No,N,0,0,0,0,0,0,No,No,No,0,9,2007,WD ,61500
20,RL,10215,Pave,No,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,0,372,864,GasA,Ex,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,TA,5,Typ,0,No,Attchd,1954,Unf,1,248,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,2,2007,WD ,111000
30,RH,4270,Pave,No,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,0,544,GasA,Ex,Y,SBrkr,774,0,0,774,0,0,1,0,3,1,Gd,6,Typ,0,No,No,0,No,0,0,No,No,Y,0,0,286,0,0,0,No,No,No,0,5,2007,WD ,79000
40,RL,10042,Pave,No,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,LwQ,144,ALQ,278,238,660,GasA,TA,Y,SBrkr,740,125,0,865,1,0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1920,Unf,1,216,TA,TA,Y,0,0,84,0,0,0,No,No,No,0,8,2007,WD ,108500
50,RL,11767,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,4,7,1910,2000,Gable,CompShg,MetalSd,HdBoard,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,560,560,GasA,Gd,N,SBrkr,796,550,0,1346,0,0,1,1,2,1,TA,6,Min2,0,No,Detchd,1950,Unf,1,384,Fa,TA,Y,168,24,0,0,0,0,No,GdWo,No,0,5,2007,WD ,112000
20,RL,8172,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,544,Unf,0,224,768,GasA,TA,Y,SBrkr,768,0,0,768,0,0,1,0,2,1,TA,4,Typ,1,Fa,Detchd,1959,Unf,1,355,TA,TA,Y,0,0,196,0,0,0,No,MnPrv,No,0,7,2007,WD ,125000
20,RL,8190,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,0,216,948,GasA,Ex,Y,SBrkr,948,0,0,948,1,0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956,Unf,1,280,TA,TA,Y,0,36,0,0,0,0,No,No,No,0,10,2007,WD ,119000
70,RL,10592,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1923,1996,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,TA,Fa,No,Unf,0,Unf,0,602,602,GasA,TA,Y,SBrkr,900,602,0,1502,0,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1923,Unf,1,180,TA,TA,Y,96,0,112,0,53,0,No,No,No,0,8,2007,WD ,165000
